Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,ISIN_CLEAN,LISTING_SOURCE
526141,COMDI,COMPACT DISC INDIA LTD.,Suspended,XT,10.0,INE821B01019,Comm.Trading  &amp; Distribution,Equity,INE821B01019,BSE_ONLY
526143,MPL,MPL Plastics Limited,Active,XT,10.0,INE343A01016,Containers &amp; Packaging,Equity,INE343A01016,BSE_ONLY
526145,INTCHIT,INTECH INTERNATIONAL LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526147,CONSCON,CONSOLIDATED CONTAINERS (I) LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526155,APEXINT,APEX INTERTECH LTD.,Delisted,P ,10.0,NA          ,Auto Parts &amp; Equipment,Equity,NA,BSE_ONLY
526163,MRNCRGO,MARINE CARGO COMPANY LTD.,Delisted,P ,10.0,NA          ,Transport Related Services,Equity,NA,BSE_ONLY
526165,IGGIRES-B,IGGI RESORTS INTERNATIONAL LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526167,INDBGEM,INDO BOSCH GEMS AND JEWELLERY LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526171,VIRALSYN,VIRAL SYNTEX LTD.,Delisted,XD,10.0,INE415C01018,Comm.Trading  &amp; Distribution,Equity,INE415C01018,BSE_ONLY
526173,ANDREWYU,ANDREW YULE &amp; COMPANY LTD.,Active,B ,2.0,INE449C01025,Tea &amp; Coffee,Equity,INE449C01025,BSE_ONLY
526177,ADAMCO,ADAM COMSOF LTD.,Delisted,Z ,10.0,INE272A01017,IT Consulting &amp; Software,Equity,INE272A01017,BSE_ONLY
526181,CROMAKM,CROMAKEM LTD.,Suspended,P ,10.0,NA          ,Industrial Machinery,Equity,NA,BSE_ONLY
526185,INTLHOME,INTERNATIONAL HOMETEX LTD.,Suspended,XT,10.0,INE315D01018,Textiles,Equity,INE315D01018,BSE_ONLY
526187,ASHRAM,ASHRAM ONLINE.COM LTD.,Active,XT,10.0,INE293C01019,Healthcare Services,Equity,INE293C01019,BSE_ONLY
526189,AIRCTEC,AIRCOMMAND AIRTECHNICS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526191,COSMLEA,COSMOS LEATHER EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526193,ROYALCU,ROYAL CUSHION VINYL PRODUCTS LTD.-$,Active,XT,10.0,INE618A01011,Furniture-Furnishing-Paints,Equity,INE618A01011,BSE_ONLY
526195,NOGMIND,NEOGEM INDIA LTD.,Active,XT,10.0,INE552E01014,Other Apparels &amp; Accessories,Equity,INE552E01014,BSE_ONLY
526197,CITYLIF,CITY LIFTS (INDIA) LTD.,Delisted,P ,10.0,NA          ,Industrial Machinery,Equity,NA,BSE_ONLY
526205,SCURIND,SECUR INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526207,DCLMRTC,DCL MARITECH LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526209,KSOILS,K.S.OILS LTD.-$,Suspended,Z ,1.0,INE727D01022,Edible Oils,Equity,INE727D01022,BSE_ONLY
526211,SURJIND,SURAJ INDUSTRIES LTD.,Suspended,P ,10.0,INE170U01011,Edible Oils,Equity,INE170U01011,BSE_ONLY
526215,CARBINDDM,CARBON COMPOSITES (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526227,FILATEX,FILATEX INDIA LTD.-$,Active,B ,10.0,INE816B01019,Textiles,Equity,INE816B01019,BSE_ONLY
526229,JAYABUSDM,JAYANTI BUSINESS MACHINES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526231,STDSFAC,STANDARD SURFACTANTS LTD.,Suspended,P ,10.0,INE307D01015,Commodity Chemicals,Equity,INE307D01015,BSE_ONLY
526235,MERCATOR,MERCATOR LTD.-$,Active,B ,1.0,INE934B01028,Diversified,Equity,INE934B01028,BSE_ONLY
526237,MORGAN,MORGAN VENTURES LTD.,Active,XT,10.0,INE902C01015,Finance (including NBFCs),Equity,INE902C01015,BSE_ONLY
526239,ARNPROC,ARUN PROCESSORS LTD.,Delisted,P ,10.0,NA          ,Textiles,Equity,NA,BSE_ONLY
526241,AMRAPLIN,AMRAPALI INDUSTRIES LTD.,Active,XT,5.0,INE762C01021,Comm.Trading  &amp; Distribution,Equity,INE762C01021,BSE_ONLY
526243,BHAGWGL,BHAGWATI GLASS CONTAINERS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526247,PREMEXPLQ,PREMIER EXPLOSIVES LTD.,Active,B ,10.0,INE863B01011,Specialty Chemicals,Equity,INE863B01011,BSE_ONLY
526249,DARSHAN,DARSHAN OILS LTD.,Delisted,XD,10.0,INE667D01012,Edible Oils,Equity,INE667D01012,BSE_ONLY
526257,KLJPLST,KLJ PLASTICS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526261,KLTHRAE,KOLUTHARA EXPORTS LTD.,Delisted,P ,10.0,NA          ,Packaged Foods,Equity,NA,BSE_ONLY
526267,ZENITHSTL,ZENITH STEEL TUBES AND INDUSTRIES LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel Products,Equity,NA,BSE_ONLY
526269,CRSTCHM,CRESTCHEM LTD.,Active,XT,10.0,INE293N01016,Specialty Chemicals,Equity,INE293N01016,BSE_ONLY
526271,FLOWRTI,FLOWER &amp; TISSUE INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526275,SHALIHT,SHALIN HOTELS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526277,RHNISTR,ROHINI STRIPS LTD.,Delisted,P ,10.0,NA          ,Iron &amp; Steel/Interm.Products,Equity,NA,BSE_ONLY
526279,NGARJNG,NAGARJUNA GRANITES LTD.,Delisted,P ,10.0,NA          ,Construction Materials,Equity,NA,BSE_ONLY
526283,ESTNGRA,EASTERN GRANITES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526287,MDHYVEX,MADHYAVART EXXOIL LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526289,VLVOTER,VOLVO TERRY INDUSTRIES LTD.,Delisted,P ,10.0,NA          ,Textiles,Equity,NA,BSE_ONLY
526297,VRUNSEA,VARUN SEACON LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526301,MEDINOV,MEDINOVA DIAGNOSTIC SERVICES LTD.,Suspended,XT,10.0,INE047C01019,Healthcare Services,Equity,INE047C01019,BSE_ONLY
526303,NOVAPUM,NOVA PUMECH LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526307,HINDIND,HIND INDUSTRIES LTD.,Suspended,Z ,10.0,INE675B01019,Packaged Foods,Equity,INE675B01019,BSE_ONLY
526309,ASHAGRO,ASHA AGRO INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526313,NUTECH,NU-TECH CORPORATE SERVICES LTD.,Suspended,Z ,10.0,INE041C01012,Finance (including NBFCs),Equity,INE041C01012,BSE_ONLY
526315,DIVSHKT,DIVYASHAKTI GRANITES LTD.,Active,XT,10.0,INE410G01010,Construction Materials,Equity,INE410G01010,BSE_ONLY
526317,RSHIOILDM,RISHI OIL AND FATS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526321,MNYRPLA-B,MANIYAR PLAST LTD.,Suspended,P ,10.0,NA          ,Containers &amp; Packaging,Equity,NA,BSE_ONLY
526327,HANSPOL,HANS POLYURETHANES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526331,ADVMULT,ADVANCE MULTITECH LTD.,Suspended,P ,10.0,NA          ,Plastic Products,Equity,NA,BSE_ONLY
526333,NCLMARB,NCL MARBLES &amp; GRANITES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526335,SHREYASI,SHREYAS INTERMEDIATES LTD.,Active,XT,10.0,INE115F01017,Commodity Chemicals,Equity,INE115F01017,BSE_ONLY
526337,MONTRIL,MONTARI LEATHER LTD.,Delisted,P ,10.0,NA          ,Footwear,Equity,NA,BSE_ONLY
526347,ACCLAIM,Acclaim Industries Limited,Suspended,Z ,10.0,INE051E01017,Containers &amp; Packaging,Equity,INE051E01017,BSE_ONLY
526349,PARTIND,Parth Industries Limited,Active,P ,10.0,NA          ,Auto Parts &amp; Equipment,Equity,NA,BSE_ONLY
526355,DUROPACK,DUROPACK LTD.,Active,XT,10.0,INE138B01018,Plastic Products,Equity,INE138B01018,BSE_ONLY
526357,STRLKAL,STERLING KALKSAND BRICKS LTD.,Delisted,P ,10.0,NA          ,Construction Materials,Equity,NA,BSE_ONLY
526377,ANJNSOL,ANJANI SOLVENTS INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526383,HAMLSHO,HAMILTON SHOES LTD.,Delisted,Z ,10.0,NA          ,Footwear,Equity,NA,BSE_ONLY
526385,GUJPE,GUJARAT PERSTORP ELECTRONICS LTD.,Suspended,P ,10.0,INE878D01015,Electronic Components,Equity,INE878D01015,BSE_ONLY
526387,MULCOFF,MULTICOLOUR OFFSET LTD.,Delisted,P ,10.0,NA          ,Comm.Printing/Stationery,Equity,NA,BSE_ONLY
526389,SKYLEATDM,SKYLINE LEATHER INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526391,NEELKNT,NEELKANTH MOTELS &amp; HOTELS LTD.,Suspended,Z ,10.0,INE882F01012,Hotels,Equity,INE882F01012,BSE_ONLY
526395,RAJSFORDM,RAJSHRI FOREX LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526399,VISHFOT,VISHAL FOOTWEAR LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526401,GURULET,GURDARSHAN LEATHERS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526403,RGNYMIS,REGENCY HOSPITAL LTD.,Delisted,B ,10.0,INE581K01010,Healthcare Services,Equity,INE581K01010,BSE_ONLY
526411,MOVILEX,MOVILEX IRRIGATION LTD.,Delisted,XD,10.0,INE857A01015,Plastic Products,Equity,INE857A01015,BSE_ONLY
526413,PANDGRP-B,PANDIAN GRAPHITES (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526417,SPLINDL,SPL INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526421,LOKMIND,LOKMANYA INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526425,FDTYMIS-BDM,FIDELITY INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526427,OJAST,OJAS TECHNOCHEM PRODUCTS LTD.,Delisted,Z ,10.0,INE696B01015,,Equity,INE696B01015,BSE_ONLY
526431,WELTI,WELTERMAN INTERNATIONAL LTD.,Active,P ,10.0,INE662D01013,Footwear,Equity,INE662D01013,BSE_ONLY
526435,PERFEPA,PERFECTPAC LTD.,Active,XT,10.0,INE759I01016,Paper &amp; Paper Products,Equity,INE759I01016,BSE_ONLY
526437,SRINICO,SHRI NICOSECT LTD.,Delisted,Z ,10.0,INE674F01013,,Equity,INE674F01013,BSE_ONLY
526439,AMBIT,AMBITIOUS PLASTOMAC COMPANY LTD.,Suspended,XT,10.0,INE267C01013,Comm.Trading  &amp; Distribution,Equity,INE267C01013,BSE_ONLY
526441,VISIONCINE,VISION CINEMAS LTD.,Active,XT,1.0,INE515B01025,Advertising &amp; Media,Equity,INE515B01025,BSE_ONLY
526445,INDRANIB,INDRAYANI BIOTECH LTD.,Active,XT,10.0,INE007C01021,Other Agricultural Products,Equity,INE007C01021,BSE_ONLY
526449,JAYRAPID,JAY RAPID ROLLER LTD.,Delisted,Z ,10.0,INE872D01018,,Equity,INE872D01018,BSE_ONLY
526451,KARNAALF,KARNAVATI ALFA INTERNATIONAL LTD.,Delisted,XD,10.0,INE901D01015,Containers &amp; Packaging,Equity,INE901D01015,BSE_ONLY
526453,VIDIMIS,VIDIANI AGROTECH INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526457,SOFTRAKT,SOFTRAK TECHNOLOGY EXPORTS LTD.,Delisted,XD,10.0,INE697D01019,IT Software Products,Equity,INE697D01019,BSE_ONLY
526461,TRANMED,TRANSMEDICA (INDIA) LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526463,UGHOR,U.G.HOTELS AND RESORTS LTD.,Suspended,Z ,10.0,INE692D01010,Hotels,Equity,INE692D01010,BSE_ONLY
526465,RAGHAVIN,RAGHAV INDUSTRIES LTD.,Suspended,XT,10.0,INE492C01017,Comm.Trading  &amp; Distribution,Equity,INE492C01017,BSE_ONLY
526468,EUROLED,EURO LEDER FASHION LTD.,Active,XT,10.0,INE940E01011,Other Apparels &amp; Accessories,Equity,INE940E01011,BSE_ONLY
526469,SUPERIA,SUPERIOR AIR PRODUCTS LTD.,Delisted,P ,10.0,NA          ,,Equity,NA,BSE_ONLY
526471,WINSOMBR,WINSOME BREWERIES LTD.,Active,XT,10.0,INE391C01011,Breweries &amp; Distilleries,Equity,INE391C01011,BSE_ONLY
526473,ELEFLOR,ELEGANT FLORICULTURE &amp; AGROTECH (INDIA) LTD.,Suspended,Z ,10.0,INE152E01013,Other Agricultural Products,Equity,INE152E01013,BSE_ONLY
526475,HOTKRIS,HOTEL KRISHNA INTERNATIONAL (I)LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526481,PHOENXINTL,PHOENIX INTERNATIONAL LTD.,Active,XT,10.0,INE245B01011,Other Apparels &amp; Accessories,Equity,INE245B01011,BSE_ONLY
526483,EDUEXEL,Eduexel Infotainment Limited,Active,XT,10.0,INE611F01015,Photographic Products,Equity,INE611F01015,BSE_ONLY
526486,HITECHIJEW,HITECHI JEWELLERY INDUSTRIES LTD.,Delisted,Z ,10.0,INE143B01018,Other Apparels &amp; Accessories,Equity,INE143B01018,BSE_ONLY
526488,AARVINFRA,AARV Infratel Ltd,Active,P ,10.0,INE432N01010,Textiles,Equity,INE432N01010,BSE_ONLY
526496,RUBBERPR,RUBBER PRODUCTS LTD.,Suspended,Z ,10.0,INE430C01017,Other Industrial Products,Equity,INE430C01017,BSE_ONLY
526498,ZENER,ZENERGY LTD.,Delisted,Z ,10.0,INE860B01017,Oil Equipment &amp; Services,Equity,INE860B01017,BSE_ONLY
526502,VISHCHR,VISHAL CHAIRS LTD.,Delisted,P ,10.0,NA          ,Furniture-Furnishing-Paints,Equity,NA,BSE_ONLY
526504,DOLPHMED,DOLPHIN MEDICAL SERVICES LTD.,Active,XT,10.0,INE796B01013,Healthcare Services,Equity,INE796B01013,BSE_ONLY
526508,SHAHISHIP,Shahi Shipping Ltd-$,Active,XT,10.0,INE825D01016,Shipping,Equity,INE825D01016,BSE_ONLY
526510,SHAKMET,SHAKTI MET-DOR LTD.,Delisted,B ,10.0,INE614D01014,Iron &amp; Steel Products,Equity,INE614D01014,BSE_ONLY
526512,INTLNKP,INTERLINK PETROLEUM LTD.,Active,XT,10.0,INE959G01016,Exploration &amp; Production,Equity,INE959G01016,BSE_ONLY
526514,ACMEIND,ACME INDUSTRIES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526517,APPOSTO,APPOLLO STONES LTD.,Delisted,P ,10.0,NA          ,Construction Materials,Equity,NA,BSE_ONLY
526523,JAYENGY,JAY ENERGY AND S.ENERGIES LTD.,Suspended,Z ,2.0,INE315L01029,Coal,Equity,INE315L01029,BSE_ONLY
526525,WWLEATH,WORLDWIDE LEATHER EXPORTS LTD.,Suspended,XT,10.0,INE550D01010,Other Apparels &amp; Accessories,Equity,INE550D01010,BSE_ONLY
526527,SAKETEX,SAKET EXTRUSION LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526528,PARHOSG,PARTH HOUSING AND ESTATE DEVELOPERS LTD.,Suspended,P ,10.0,NA          ,Realty,Equity,NA,BSE_ONLY
526530,SUDIN,SUDEV INDUSTRIES LTD.,Suspended,XT,10.0,INE670C01018,Comm.Trading  &amp; Distribution,Equity,INE670C01018,BSE_ONLY
526534,INDOX,INDOX,Delisted,Z ,10.0,INE321A01012,,Equity,INE321A01012,BSE_ONLY
526536,MEHTARB,MEHTA RUBBER CHEMICALS LTD.,Delisted,P ,10.0,NA          ,Commodity Chemicals,Equity,NA,BSE_ONLY
526548,HARIPAM,HARIPARVAT MERRYLAND AND RESORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526552,RASIKPL,RASIK PLAST LTD.,Delisted,P ,10.0,NA          ,Plastic Products,Equity,NA,BSE_ONLY
526554,SALGUTI,SALGUTI INDUSTRIES LTD.,Active,XT,10.0,INE159C01012,Containers &amp; Packaging,Equity,INE159C01012,BSE_ONLY
526558,JAMEHOT,JAMES HOTELS LTD.,Active,XT,10.0,INE510D01014,Hotels,Equity,INE510D01014,BSE_ONLY
526560,EICL LTD,EICL LTD.-$,Delisted,B ,2.0,INE267F01024,Commodity Chemicals,Equity,INE267F01024,BSE_ONLY
526562,PEPL,PEARL ENGINEERING POLYMERS LTD.,Suspended,B ,10.0,INE843A01023,Fibres &amp; Plastics,Equity,INE843A01023,BSE_ONLY
526564,ARIITHR,ARIHANT THERMOWARE LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526568,LONTE,LONGVIEW TEA COMPANY LTD.,Active,XT,10.0,INE696E01019,Tea &amp; Coffee,Equity,INE696E01019,BSE_ONLY
526570,MIDWEST,MIDWEST GOLD LTD.,Active,XT,10.0,INE519N01014,Construction Materials,Equity,INE519N01014,BSE_ONLY
526576,TECHIN,TECHINDIA NIRMAN LIMITED,Active,T ,10.0,INE778A01021,Other Agricultural Products,Equity,INE778A01021,BSE_ONLY
526580,CHAMPDIN,CHAMPDANY INDUSTRIES LTD.,Delisted,B ,10.0,INE487A01011,,Equity,INE487A01011,BSE_ONLY
526582,TPLPLAST,TPL PLASTECH LTD.,Active,B ,10.0,INE413G01014,Fibres &amp; Plastics,Equity,INE413G01014,BSE_ONLY
526584,BAGWUDG,BAGWE UDYOG LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526586,WIMPLAST,WIM PLAST LTD.-$,Active,B ,10.0,INE015B01018,Plastic Products,Equity,INE015B01018,BSE_ONLY
526594,BNANJEN,B.NANJI ENTERPRISES LTD.,Active,XT,10.0,INE735G01010,Realty,Equity,INE735G01010,BSE_ONLY
526598,GUJNFLY,GUJARAT NARMADA FLYASH CO.LTD.,Suspended,XT,5.0,INE955G01022,Construction Materials,Equity,INE955G01022,BSE_ONLY
526602,PATELON,PATEL ON-BOARD COURIERS LTD.,Delisted,B ,10.0,INE128C01017,,Equity,INE128C01017,BSE_ONLY
526604,LIPPISYS,LIPPI SYSTEMS LTD.-$,Active,XT,10.0,INE845B01018,Industrial Machinery,Equity,INE845B01018,BSE_ONLY
526606,PERTCOM-B,PERTECH COMPUTERS LTD.,Delisted,P ,10.0,NA          ,Computer Hardware,Equity,NA,BSE_ONLY
526610,INHOUPROD,IN HOUSE PRODUCTIONS LTD.,Suspended,Z ,10.0,INE120B01024,Data Processing Services,Equity,INE120B01024,BSE_ONLY
526614,EXPOGAS,EXPO GAS CONTAINERS LTD.,Active,XT,4.0,INE561D01025,Other Industrial Products,Equity,INE561D01025,BSE_ONLY
526620,SKYHIPR,SKYHIPR,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526622,MFLINDIA,MFL INDIA LTD.,Active,XT,1.0,INE244C01020,Transportation - Logistics,Equity,INE244C01020,BSE_ONLY
526624,ELBEE,ELBEE SERVICES LTD.,Delisted,XD,10.0,INE030B01017,Transportation - Logistics,Equity,INE030B01017,BSE_ONLY
526626,TRIDE,TRIDENT PROJECTS LTD.,Delisted,Z ,10.0,INE988B01016,Realty,Equity,INE988B01016,BSE_ONLY
526628,AJWAFUN,AJWA FUN WORLD &amp; RESORT LTD.,Active,P ,10.0,INE863E01015,Other Leisure Facilities,Equity,INE863E01015,BSE_ONLY
526632,MPLCORP,MPL CORPORATION LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526634,VALPLUS,VALPLUS BIOTECH LTD.,Delisted,P ,10.0,NA          ,Other Agricultural Products,Equity,NA,BSE_ONLY
526638,TEXELIN,TEXEL INDUSTRIES LTD.,Suspended,P ,10.0,NA          ,Containers &amp; Packaging,Equity,NA,BSE_ONLY
526640,RAYALEMA,ROYALE MANOR HOTELS &amp; INDUSTRIES LTD.,Active,XT,10.0,INE008C01011,Hotels,Equity,INE008C01011,BSE_ONLY
526646,TATAV,TATA ADVANCED MATERIALS LTD.,Delisted,B ,10.0,INE097C01014,,Equity,INE097C01014,BSE_ONLY
526648,INDFL,INDO FLOGATES LTD.,Delisted,Z ,10.0,INE027B01013,,Equity,INE027B01013,BSE_ONLY
526650,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.,Active,B ,10.0,INE305A01015,Financial Institutions,Equity,INE305A01015,BSE_ONLY
526652,CALSREF,CALS REFINERIES LTD.,Suspended,XT,1.0,INE040C01022,Refineries/ Petro-Products,Equity,INE040C01022,BSE_ONLY
526656,NAVABHA-B,NAVA BHARAT ENTERPRISES LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526658,CANBAYPDM,CANBAY POLYFILMS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526664,ANUGWOO,ANUGRAHA WOOD PRODUCTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526675,TIRTPLS,TIRTH PLASTIC LTD.,Suspended,P ,10.0,INE008N01018,Comm.Trading  &amp; Distribution,Equity,INE008N01018,BSE_ONLY
526681,SAISERVQ,SAI SERVICE STATION LTD.,Delisted,B ,10.0,INE622A01013,,Equity,INE622A01013,BSE_ONLY
526683,HOTELRUGBY,HOTEL RUGBY LTD.,Active,T ,10.0,INE275F01019,Hotels,Equity,INE275F01019,BSE_ONLY
526685,CROCH,CROSS COUNTRY HOTELS LTD.,Delisted,Z ,10.0,INE119C01016,,Equity,INE119C01016,BSE_ONLY
526689,FENOPLAS,FENOPLAST LTD.-$,Active,XT,10.0,INE138D01014,Plastic Products,Equity,INE138D01014,BSE_ONLY
526691,PRETLEA,PRETTO LEATHER INDUSTRIES LTD.,Suspended,Z ,10.0,INE384M01015,Other Apparels &amp; Accessories,Equity,INE384M01015,BSE_ONLY
526693,MAYHO,MAYANK HOTELS LTD.,Delisted,Z ,10.0,INE571C01018,Hotels,Equity,INE571C01018,BSE_ONLY
526695,MICALEADM,MICAM LEATHER EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526697,KASIHSG,KASI HOUSING &amp; DEVELOPMENT LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526699,ABCOPLS,ABCO PLASTICS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526701,SAMASOKDM,SAMRAT ASHOKA EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526706,TURBOIN,ALCHEMIST LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526707,ALCHEM,ALCHEMIST LTD.,Active,T ,10.0,INE964B01033,Comm.Trading  &amp; Distribution,Equity,INE964B01033,BSE_ONLY
526709,BITS,BITS LTD.,Suspended,XT,2.0,INE839A01021,IT Software Products,Equity,INE839A01021,BSE_ONLY
526711,ADARSHPL,ADARSH PLANT PROTECT LTD.,Suspended,XT,10.0,INE627D01016,Agrochemicals,Equity,INE627D01016,BSE_ONLY
526713,STIEFELDM,STIEFEL UND SCHUH INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526719,MISOFPP,MISOFPP,Delisted,Z ,0.5,NA          ,,Equity,NA,BSE_ONLY
526721,NICCOPAR,NICCO PARKS &amp; RESORTS LTD.-$,Active,XT,1.0,INE653C01022,Other Leisure Facilities,Equity,INE653C01022,BSE_ONLY
526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,Active,B ,10.0,INE025B01017,Other Apparels &amp; Accessories,Equity,INE025B01017,BSE_ONLY
526731,BRIGHTBR,BRIGHT BROTHERS LTD.-$,Active,XT,10.0,INE630D01010,Containers &amp; Packaging,Equity,INE630D01010,BSE_ONLY
526733,SUASHDIM,SUASHISH DIAMONDS LTD.,Delisted,B ,10.0,INE658A01017,Other Apparels &amp; Accessories,Equity,INE658A01017,BSE_ONLY
526735,EXCAST,Excel Castronics Limited,Active,Z ,2.0,INE501O01036,Commodity Chemicals,Equity,INE501O01036,BSE_ONLY
526737,CORPOCO,CORPORATE COURIER AND CARGO LTD.,Active,XT,10.0,INE871E01018,Transportation - Logistics,Equity,INE871E01018,BSE_ONLY
526743,NATCOMS,NATCO POLYPLAST LTD.,Delisted,P ,10.0,NA          ,Containers &amp; Packaging,Equity,NA,BSE_ONLY
526745,ZOCTNMMS,OCTANORM INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526749,SUNDERADM,SUNDERBAN AQUATIC FARMS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526751,GRATEXI,GRATEX INDUSTRIES LTD.,Active,XT,10.0,INE915E01013,Paper &amp; Paper Products,Equity,INE915E01013,BSE_ONLY
526757,GANPTMSDM,GANAPATI EXPORTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526759,VIAMEDI,VIA MEDIA INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526763,MULTILA,MULTILAC SURFACE COATING (I) LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526767,SOUTHFUEL,SOUTHERN FUEL LTD.,Suspended,P ,10.0,NA          ,Coal,Equity,NA,BSE_ONLY
526777,NWPLAMS,NEW PLASTOMERS INDIA LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526783,DRAGARWQ,DR.AGARWAL'S EYE HOSPITAL LTD.-$,Active,XT,10.0,INE934C01018,Healthcare Services,Equity,INE934C01018,BSE_ONLY
526785,CRESTANI,CREST ANIMATION STUDIOS LTD.,Suspended,Z ,10.0,INE774A01012,Movies &amp; Entertainment,Equity,INE774A01012,BSE_ONLY
526787,EUROMMS,EURO MARINE PRODUCTS LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526789,NOELA,NOEL AGRITECH LTD.,Delisted,P ,10.0,INE154C01013,Other Agricultural Products,Equity,INE154C01013,BSE_ONLY
526791,INGERMS,INDO-GERMA PRODUCTS LTD.,Delisted,P ,10.0,NA          ,Furniture-Furnishing-Paints,Equity,NA,BSE_ONLY
526793,ARVRAMS,ARVIND RASHAYANA UDYOG LTD.,Delisted,Z ,10.0,NA          ,,Equity,NA,BSE_ONLY
526795,MHSGRMS,MAHASAGAR TRAVELS LTD.,Active,P ,10.0,INE007G01014,Surface Transportation,Equity,INE007G01014,BSE_ONLY
526799,UNQTYMI,UNION QUALITY PLASTICS LTD.,Active,XT,10.0,INE338N01019,Containers &amp; Packaging,Equity,INE338N01019,BSE_ONLY
