SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,ISIN_CLEAN,LISTING_SOURCE
MBAPL,Madhya Bharat Agro Products Limited,EQ,22-AUG-2019,10,1,INE900L01010,10,INE900L01010,NSE_ONLY
MBEL,M & B Engineering Limited,EQ,06-AUG-2025,10,1,INE08N601015,10,INE08N601015,NSE_ONLY
MCL,Madhav Copper Limited,EQ,19-AUG-2020,5,1,INE813V01022,5,INE813V01022,NSE_ONLY
MCLOUD,Magellanic Cloud Limited,EQ,07-FEB-2025,2,1,INE613C01026,2,INE613C01026,NSE_ONLY
MEDANTA,Global Health Limited,EQ,16-NOV-2022,2,1,INE474Q01031,2,INE474Q01031,NSE_ONLY
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,23-JAN-2024,5,1,INE456Z01021,5,INE456Z01021,NSE_ONLY
MEDICAMEQ,Medicamen Biotech Limited,EQ,27-OCT-2021,10,1,INE646B01010,10,INE646B01010,NSE_ONLY
MEDICO,Medico Remedies Limited,EQ,26-MAY-2022,2,1,INE630Y01024,2,INE630Y01024,NSE_ONLY
MEDPLUS,Medplus Health Services Limited,EQ,23-DEC-2021,2,1,INE804L01022,2,INE804L01022,NSE_ONLY
MEGASTAR,Megastar Foods Limited,BE,16-FEB-2022,10,1,INE00EM01016,10,INE00EM01016,NSE_ONLY
MEIL,Mangal Electrical Industries Limited,EQ,28-AUG-2025,10,1,INE0PKD01011,10,INE0PKD01011,NSE_ONLY
METROBRAND,Metro Brands Limited,EQ,22-DEC-2021,5,1,INE317I01021,5,INE317I01021,NSE_ONLY
METROPOLIS,Metropolis Healthcare Limited,EQ,15-APR-2019,2,1,INE112L01020,2,INE112L01020,NSE_ONLY
MFML,Mahalaxmi Fabric Mills Limited,EQ,27-AUG-2024,10,1,INE0US801024,10,INE0US801024,NSE_ONLY
MGEL,Mangalam Global Enterprise Limited,EQ,23-DEC-2020,1,1,INE0APB01032,1,INE0APB01032,NSE_ONLY
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,27-JAN-2022,10,1,INE112D01035,10,INE112D01035,NSE_ONLY
MICEL,MIC Electronics Limited,EQ,17-DEC-2021,2,1,INE287C01037,2,INE287C01037,NSE_ONLY
MIDHANI,Mishra Dhatu Nigam Limited,EQ,04-APR-2018,10,1,INE099Z01011,10,INE099Z01011,NSE_ONLY
MIDWESTLTD,Midwest Limited,EQ,24-OCT-2025,5,1,INE0XAD01024,5,INE0XAD01024,NSE_ONLY
MITCON,MITCON Consultancy & Engineering Services Limited,EQ,17-MAR-2022,10,1,INE828O01033,10,INE828O01033,NSE_ONLY
MITTAL,Mittal Life Style Limited,EQ,29-APR-2020,1,1,INE997Y01027,1,INE997Y01027,NSE_ONLY
MKPL,M K Proteins Limited,EQ,13-JUN-2023,1,1,INE964W01021,1,INE964W01021,NSE_ONLY
MMP,MMP Industries Limited,EQ,09-JAN-2020,10,1,INE511Y01018,10,INE511Y01018,NSE_ONLY
MOBIKWIK,One Mobikwik Systems Limited,EQ,18-DEC-2024,2,1,INE0HLU01028,2,INE0HLU01028,NSE_ONLY
MODIS,Modis Navnirman Limited,EQ,14-NOV-2025,10,1,INE0L0L01012,10,INE0L0L01012,NSE_ONLY
MODISONLTD,MODISON LIMITED,EQ,03-MAY-2021,1,1,INE737D01021,1,INE737D01021,NSE_ONLY
MODTHREAD,Modern Threads (India) Limited,EQ,22-NOV-1995,10,50,INE794W01014,10,INE794W01014,NSE_ONLY
MOKSH,Moksh Ornaments Limited,EQ,21-MAY-2021,2,1,INE514Y01020,2,INE514Y01020,NSE_ONLY
MOL,Meghmani Organics Limited,EQ,18-AUG-2021,1,1,INE0CT101020,1,INE0CT101020,NSE_ONLY
MONARCH,Monarch Networth Capital Limited,EQ,06-JAN-2022,10,1,INE903D01011,10,INE903D01011,NSE_ONLY
MOSCHIP,Moschip Technologies Limited,EQ,05-FEB-2025,2,1,INE935B01025,2,INE935B01025,NSE_ONLY
MOTISONS,Motisons Jewellers Limited,EQ,26-DEC-2023,1,1,INE0FRK01020,1,INE0FRK01020,NSE_ONLY
MOTOGENFIN,The Motor & General Finance Limited,EQ,08-FEB-1995,5,1,INE861B01023,5,INE861B01023,NSE_ONLY
MSTCLTD,Mstc Limited,EQ,29-MAR-2019,10,1,INE255X01014,10,INE255X01014,NSE_ONLY
MSUMI,Motherson Sumi Wiring India Limited,EQ,28-MAR-2022,1,1,INE0FS801015,1,INE0FS801015,NSE_ONLY
MTARTECH,Mtar Technologies Limited,EQ,15-MAR-2021,10,1,INE864I01014,10,INE864I01014,NSE_ONLY
MUFIN,Mufin Green Finance Limited,EQ,06-NOV-2023,1,1,INE08KJ01020,1,INE08KJ01020,NSE_ONLY
MUFTI,Credo Brands Marketing Limited,EQ,27-DEC-2023,2,1,INE220Q01020,2,INE220Q01020,NSE_ONLY
MUKKA,Mukka Proteins Limited,EQ,07-MAR-2024,1,1,INE0CG401037,1,INE0CG401037,NSE_ONLY
MUTHOOTMF,Muthoot Microfin Limited,EQ,26-DEC-2023,10,1,INE046W01019,10,INE046W01019,NSE_ONLY
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,03-OCT-2023,10,1,INE0KNT01012,10,INE0KNT01012,NSE_ONLY
MWL,Mangalam Worldwide Limited,EQ,18-SEP-2025,10,1,INE0JYY01011,10,INE0JYY01011,NSE_ONLY
NARMADA,Narmada Agrobase Limited,BE,27-OCT-2022,10,1,INE117Z01011,10,INE117Z01011,NSE_ONLY
NAUKRI,Info Edge (India) Limited,EQ,21-NOV-2006,2,1,INE663F01032,2,INE663F01032,NSE_ONLY
NAVA,NAVA LIMITED,EQ,03-APR-1996,1,1,INE725A01030,1,INE725A01030,NSE_ONLY
NAVKARURB,Navkar Urbanstructure Limited,EQ,17-JAN-2025,1,1,INE268H01044,1,INE268H01044,NSE_ONLY
NAZARA,Nazara Technologies Limited,EQ,30-MAR-2021,2,1,INE418L01047,2,INE418L01047,NSE_ONLY
NBCC,NBCC (India) Limited,EQ,12-APR-2012,1,1,INE095N01031,1,INE095N01031,NSE_ONLY
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,23-NOV-2016,5,1,INE365I01020,5,INE365I01020,NSE_ONLY
NDGL,Naga Dhunseri Group Limited,EQ,29-AUG-2016,10,1,INE756C01015,10,INE756C01015,NSE_ONLY
NDL,Nandan Denim Limited,EQ,23-MAR-2012,1,1,INE875G01048,1,INE875G01048,NSE_ONLY
NDRAUTO,Ndr Auto Components Limited,EQ,30-JUL-2020,10,1,INE07OG01012,10,INE07OG01012,NSE_ONLY
NEOGEN,Neogen Chemicals Limited,EQ,08-MAY-2019,10,1,INE136S01016,10,INE136S01016,NSE_ONLY
NESTLEIND,Nestle India Limited,EQ,01-AUG-2023,1,1,INE239A01024,1,INE239A01024,NSE_ONLY
NETWEB,Netweb Technologies India Limited,EQ,27-JUL-2023,2,1,INE0NT901020,2,INE0NT901020,NSE_ONLY
NEWGEN,Newgen Software Technologies Limited,EQ,29-JAN-2018,10,1,INE619B01017,10,INE619B01017,NSE_ONLY
NGIL,Nakoda Group of Industries Limited,EQ,20-AUG-2021,10,1,INE236Y01012,10,INE236Y01012,NSE_ONLY
NGLFINE,NGL Fine-Chem Limited,EQ,08-JUL-2022,5,1,INE887E01022,5,INE887E01022,NSE_ONLY
NIITMTS,NIIT Learning Systems Limited,EQ,08-AUG-2023,2,1,INE342G01023,2,INE342G01023,NSE_ONLY
NILASPACES,Nila Spaces Limited,BE,28-DEC-2018,1,1,INE00S901012,1,INE00S901012,NSE_ONLY
NIPPOBATRY,Indo-National Limited,EQ,06-OCT-1999,5,1,INE567A01028,5,INE567A01028,NSE_ONLY
NIRAJ,Niraj Cement Structurals Limited,EQ,01-OCT-2020,10,1,INE368I01016,10,INE368I01016,NSE_ONLY
NIRAJISPAT,Niraj Ispat Industries Limited,EQ,27-OCT-2016,10,1,INE326T01011,10,INE326T01011,NSE_ONLY
NITIRAJ,Nitiraj Engineers Limited,EQ,22-APR-2021,10,1,INE439T01012,10,INE439T01012,NSE_ONLY
NIVABUPA,Niva Bupa Health Insurance Company Limited,EQ,14-NOV-2024,10,1,INE995S01015,10,INE995S01015,NSE_ONLY
NORTHARC,Northern Arc Capital Limited,EQ,24-SEP-2024,10,1,INE850M01015,10,INE850M01015,NSE_ONLY
NOVAAGRI,Nova Agritech Limited,EQ,31-JAN-2024,2,1,INE02H701025,2,INE02H701025,NSE_ONLY
NPST,Network People Services Technologies Limited,EQ,30-APR-2025,10,1,INE0FFK01017,10,INE0FFK01017,NSE_ONLY
NRL,Nupur Recyclers Limited,EQ,12-JAN-2023,10,1,INE0JM501013,10,INE0JM501013,NSE_ONLY
NSLNISP,NMDC Steel Limited,EQ,20-FEB-2023,10,1,INE0NNS01018,10,INE0NNS01018,NSE_ONLY
NTPCGREEN,NTPC Green Energy Limited,EQ,27-NOV-2024,10,1,INE0ONG01011,10,INE0ONG01011,NSE_ONLY
NURECA,Nureca Limited,EQ,25-FEB-2021,10,1,INE0DSF01015,10,INE0DSF01015,NSE_ONLY
NUVAMA,Nuvama Wealth Management Limited,EQ,26-SEP-2023,10,1,INE531F01015,10,INE531F01015,NSE_ONLY
NUVOCO,Nuvoco Vistas Corporation Limited,EQ,23-AUG-2021,10,1,INE118D01016,10,INE118D01016,NSE_ONLY
NYKAA,FSN E-Commerce Ventures Limited,EQ,10-NOV-2021,1,1,INE388Y01029,1,INE388Y01029,NSE_ONLY
OAL,Oriental Aromatics Limited,EQ,11-JUL-2019,5,1,INE959C01023,5,INE959C01023,NSE_ONLY
OBCL,Orissa Bengal Carrier Limited,EQ,07-APR-2022,10,1,INE426Z01016,10,INE426Z01016,NSE_ONLY
OCCLLTD,OCCL Limited,EQ,29-OCT-2024,2,1,INE0PK601023,2,INE0PK601023,NSE_ONLY
ODIGMA,Odigma Consultancy Solutions Limited,BE,12-DEC-2024,1,1,INE054301028,1,INE054301028,NSE_ONLY
OLAELEC,Ola Electric Mobility Limited,EQ,09-AUG-2024,10,1,INE0LXG01040,10,INE0LXG01040,NSE_ONLY
OMFREIGHT,Om Freight Forwarders Limited,EQ,08-OCT-2025,10,1,INE1BZC01019,10,INE1BZC01019,NSE_ONLY
ONEPOINT,One Point One Solutions Limited,EQ,09-MAY-2019,2,1,INE840Y01029,2,INE840Y01029,NSE_ONLY
ONESOURCE,Onesource Specialty Pharma Limited,EQ,24-JAN-2025,1,1,INE013P01021,1,INE013P01021,NSE_ONLY
ORCHASP,Orchasp Limited,EQ,07-FEB-2025,2,1,INE215B01022,2,INE215B01022,NSE_ONLY
ORCHPHARMA,Orchid Pharma Limited,EQ,02-NOV-2020,10,1,INE191A01027,10,INE191A01027,NSE_ONLY
ORIENTELEC,Orient Electric Limited,EQ,14-MAY-2018,1,1,INE142Z01019,1,INE142Z01019,NSE_ONLY
ORIENTTECH,Orient Technologies Limited,EQ,28-AUG-2024,10,1,INE0PPK01015,10,INE0PPK01015,NSE_ONLY
ORKLAINDIA,Orkla India Limited,EQ,06-NOV-2025,1,1,INE16NZ01023,1,INE16NZ01023,NSE_ONLY
ORTINGLOBE,ORTIN GLOBAL LIMITED,EQ,30-MAR-2021,10,1,INE749B01020,10,INE749B01020,NSE_ONLY
OSIAHYPER,Osia Hyper Retail Limited,EQ,01-DEC-2022,1,1,INE06IR01021,1,INE06IR01021,NSE_ONLY
OSWALPUMPS,Oswal Pumps Limited,EQ,20-JUN-2025,1,1,INE0BYP01024,1,INE0BYP01024,NSE_ONLY
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,EQ,28-FEB-2023,2,1,INE00IK01029,2,INE00IK01029,NSE_ONLY
PACEDIGITK,Pace Digitek Limited,EQ,06-OCT-2025,2,1,INE0S3G01027,2,INE0S3G01027,NSE_ONLY
PAISALO,Paisalo Digital Limited,EQ,17-OCT-2011,1,1,INE420C01059,1,INE420C01059,NSE_ONLY
PAKKA,PAKKA LIMITED,EQ,11-JUL-2023,10,1,INE551D01018,10,INE551D01018,NSE_ONLY
PANACHE,Panache Digilife Limited,BE,06-JAN-2020,10,1,INE895W01019,10,INE895W01019,NSE_ONLY
PANSARI,Pansari Developers Limited,BE,18-OCT-2021,10,1,INE697V01011,10,INE697V01011,NSE_ONLY
PAR,Par Drugs And Chemicals Limited,EQ,16-SEP-2021,10,1,INE04LG01015,10,INE04LG01015,NSE_ONLY
PARADEEP,Paradeep Phosphates Limited,EQ,27-MAY-2022,10,1,INE088F01024,10,INE088F01024,NSE_ONLY
PARAS,Paras Defence and Space Technologies Limited,EQ,01-OCT-2021,5,1,INE045601023,5,INE045601023,NSE_ONLY
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,EQ,12-FEB-2024,1,1,INE988S01028,1,INE988S01028,NSE_ONLY
PASHUPATI,Pashupati Cotspin Limited,EQ,17-JUL-2025,10,1,INE124Y01010,10,INE124Y01010,NSE_ONLY
PASUPTAC,Pasupati Acrylon Limited,EQ,12-OCT-2021,10,1,INE818B01023,10,INE818B01023,NSE_ONLY
PATANJALI,Patanjali Foods Limited,EQ,24-JAN-2020,2,1,INE619A01035,2,INE619A01035,NSE_ONLY
PATELRMART,Patel Retail Limited,EQ,26-AUG-2025,10,1,INE0R8B01010,10,INE0R8B01010,NSE_ONLY
PAUSHAKLTD,Paushak Limited,EQ,01-DEC-2025,5,1,INE111F01024,5,INE111F01024,NSE_ONLY
PAVNAIND,Pavna Industries Limited,EQ,01-JUN-2023,1,1,INE07S101038,1,INE07S101038,NSE_ONLY
PAYTM,One 97 Communications Limited,EQ,18-NOV-2021,1,1,INE982J01020,1,INE982J01020,NSE_ONLY
PCBL,PCBL Chemical Limited,EQ,29-MAR-1995,1,1,INE602A01031,1,INE602A01031,NSE_ONLY
PCJEWELLER,PC Jeweller Limited,EQ,27-DEC-2012,1,1,INE785M01021,1,INE785M01021,NSE_ONLY
PDSL,PDS Limited,EQ,21-OCT-2014,2,1,INE111Q01021,2,INE111Q01021,NSE_ONLY
PERSISTENT,Persistent Systems Limited,EQ,06-APR-2010,5,1,INE262H01021,5,INE262H01021,NSE_ONLY
PGEL,PG Electroplast Limited,EQ,26-SEP-2011,1,1,INE457L01029,1,INE457L01029,NSE_ONLY
PGIL,Pearl Global Industries Limited,EQ,15-FEB-2007,5,1,INE940H01022,5,INE940H01022,NSE_ONLY
PIGL,Power & Instrumentation (Gujarat) Limited,EQ,17-MAY-2023,10,1,INE557Z01018,10,INE557Z01018,NSE_ONLY
PINELABS,Pine Labs Limited,EQ,14-NOV-2025,1,1,INE15B701018,1,INE15B701018,NSE_ONLY
PIRAMALFIN,Piramal Finance Limited,EQ,07-NOV-2025,2,1,INE202B01038,2,INE202B01038,NSE_ONLY
PIXTRANS,Pix Transmissions Limited,EQ,28-APR-2022,10,1,INE751B01018,10,INE751B01018,NSE_ONLY
PKTEA,The Peria Karamalai Tea & Produce Company Limited,EQ,19-AUG-2015,10,1,INE431F01018,10,INE431F01018,NSE_ONLY
PLATIND,Platinum Industries Limited,EQ,05-MAR-2024,10,1,INE0PT501018,10,INE0PT501018,NSE_ONLY
PLAZACABLE,Plaza Wires Limited,EQ,12-OCT-2023,10,1,INE0INJ01017,10,INE0INJ01017,NSE_ONLY
PNGJL,P N Gadgil Jewellers Limited,EQ,17-SEP-2024,10,1,INE953R01016,10,INE953R01016,NSE_ONLY
POCL,Pondy Oxides & Chemicals Limited,EQ,06-MAR-2023,5,1,INE063E01053,5,INE063E01053,NSE_ONLY
POLICYBZR,PB Fintech Limited,EQ,15-NOV-2021,2,1,INE417T01026,2,INE417T01026,NSE_ONLY
POLYCAB,Polycab India Limited,EQ,16-APR-2019,10,1,INE455K01017,10,INE455K01017,NSE_ONLY
POWERINDIA,Hitachi Energy India Limited,EQ,30-MAR-2020,2,1,INE07Y701011,2,INE07Y701011,NSE_ONLY
PPL,Prakash Pipes Limited,EQ,14-JUN-2019,10,1,INE050001010,10,INE050001010,NSE_ONLY
PPLPHARMA,Piramal Pharma Limited,EQ,19-OCT-2022,10,1,INE0DK501011,10,INE0DK501011,NSE_ONLY
PRABHA,Prabha Energy Limited,EQ,19-MAR-2025,1,1,INE0I0M01023,1,INE0I0M01023,NSE_ONLY
PRAXIS,Praxis Home Retail Limited,EQ,31-JAN-2018,5,1,INE546Y01022,5,INE546Y01022,NSE_ONLY
PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,1,1,INE372C01037,1,INE372C01037,NSE_ONLY
PREMEXPLN,Premier Explosives Limited,EQ,17-JUN-2016,2,1,INE863B01029,2,INE863B01029,NSE_ONLY
PREMIERENE,Premier Energies Limited,EQ,03-SEP-2024,1,1,INE0BS701011,1,INE0BS701011,NSE_ONLY
PREMIERPOL,Premier Polyfilm Limited,EQ,13-DEC-1995,1,1,INE309M01020,1,INE309M01020,NSE_ONLY
PRIMO,Primo Chemicals Limited,EQ,22-APR-2025,2,1,INE607A01022,2,INE607A01022,NSE_ONLY
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10,1,INE689W01016,10,INE689W01016,NSE_ONLY
PRITI,Priti International Limited,EQ,02-MAR-2022,10,1,INE974Z01015,10,INE974Z01015,NSE_ONLY
PRITIKAUTO,Pritika Auto Industries Limited,EQ,10-AUG-2021,2,1,INE583R01029,2,INE583R01029,NSE_ONLY
PROSTARM,Prostarm Info Systems Limited,EQ,03-JUN-2025,10,1,INE0BX301013,10,INE0BX301013,NSE_ONLY
PROTEAN,Protean eGov Technologies Limited,EQ,06-FEB-2025,10,1,INE004A01022,10,INE004A01022,NSE_ONLY
PRUDENT,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,5,1,INE00F201020,5,INE00F201020,NSE_ONLY
PTCIL,PTC Industries Limited,EQ,09-JUN-2023,10,1,INE596F01018,10,INE596F01018,NSE_ONLY
PTL,PTL Enterprises Limited,EQ,29-JAN-2007,1,1,INE034D01049,1,INE034D01049,NSE_ONLY
PVSL,Popular Vehicles and Services Limited,EQ,19-MAR-2024,2,1,INE772T01024,2,INE772T01024,NSE_ONLY
PWL,Physicswallah Limited,EQ,18-NOV-2025,1,1,INE0LP301011,1,INE0LP301011,NSE_ONLY
PYRAMID,Pyramid Technoplast Limited,EQ,29-AUG-2023,10,1,INE0MIS01010,10,INE0MIS01010,NSE_ONLY
QPOWER,Quality Power Electrical Equipments Limited,EQ,24-FEB-2025,10,1,INE0SII01026,10,INE0SII01026,NSE_ONLY
QUADFUTURE,Quadrant Future Tek Limited,EQ,14-JAN-2025,10,1,INE0LRY01011,10,INE0LRY01011,NSE_ONLY
RACLGEAR,RACL Geartech Limited,EQ,27-NOV-2024,10,1,INE704B01017,10,INE704B01017,NSE_ONLY
RADHIKAJWE,Radhika Jeweltech Limited,EQ,18-JUL-2022,2,1,INE583V01021,2,INE583V01021,NSE_ONLY
RADIANTCMS,Radiant Cash Management Services Limited,EQ,04-JAN-2023,1,1,INE855R01021,1,INE855R01021,NSE_ONLY
RADIOCITY,Music Broadcast Limited,EQ,17-MAR-2017,2,1,INE919I01024,2,INE919I01024,NSE_ONLY
RAILTEL,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10,1,INE0DD101019,10,INE0DD101019,NSE_ONLY
RAINBOW,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,10,1,INE961O01016,10,INE961O01016,NSE_ONLY
RAJMET,Rajnandini Metal Limited,EQ,16-FEB-2021,1,1,INE00KV01022,1,INE00KV01022,NSE_ONLY
RAJOOENG,Rajoo Engineers Limited,EQ,29-MAY-2025,1,1,INE535F01024,1,INE535F01024,NSE_ONLY
RAJRATAN,Rajratan Global Wire Limited,EQ,22-MAY-2020,2,1,INE451D01029,2,INE451D01029,NSE_ONLY
RAJRILTD,Raj Rayon Industries Limited,BE,16-MAR-2022,1,1,INE533D01032,1,INE533D01032,NSE_ONLY
RAMAPHO,Rama Phosphates Limited,EQ,05-AUG-2022,5,1,INE809A01032,5,INE809A01032,NSE_ONLY
RAMASTEEL,Rama Steel Tubes Limited,EQ,19-AUG-2015,1,1,INE230R01035,1,INE230R01035,NSE_ONLY
RAMRAT,Ram Ratna Wires Limited,EQ,29-JUL-2022,5,1,INE207E01023,5,INE207E01023,NSE_ONLY
RATEGAIN,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1,1,INE0CLI01024,1,INE0CLI01024,NSE_ONLY
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,11-SEP-2023,10,1,INE05CZ01011,10,INE05CZ01011,NSE_ONLY
RAYMONDLSL,Raymond Lifestyle Limited,EQ,05-SEP-2024,2,1,INE02ID01020,2,INE02ID01020,NSE_ONLY
RAYMONDREL,Raymond Realty Limited,EQ,01-JUL-2025,10,1,INE1SY401010,10,INE1SY401010,NSE_ONLY
RBA,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10,1,INE07T201019,10,INE07T201019,NSE_ONLY
RBZJEWEL,RBZ Jewellers Limited,EQ,27-DEC-2023,10,1,INE0PEQ01016,10,INE0PEQ01016,NSE_ONLY
REDTAPE,Redtape Limited,EQ,11-AUG-2023,2,1,INE0LXT01019,2,INE0LXT01019,NSE_ONLY
REFEX,Refex Industries Limited,EQ,03-DEC-2009,2,1,INE056I01025,2,INE056I01025,NSE_ONLY
REGAAL,Regaal Resources Limited,EQ,20-AUG-2025,5,1,INE0MHO01029,5,INE0MHO01029,NSE_ONLY
RELCHEMQ,Reliance Chemotex Industries Limited,EQ,25-MAY-2022,10,1,INE750D01016,10,INE750D01016,NSE_ONLY
RELIABLE,Reliable Data Services Limited,BE,10-JUL-2024,10,1,INE375Y01018,10,INE375Y01018,NSE_ONLY
REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,2,1,INE474C01023,2,INE474C01023,NSE_ONLY
REPL,Rudrabhishek Enterprises Limited,EQ,14-DEC-2020,10,1,INE364Z01019,10,INE364Z01019,NSE_ONLY
RETAIL,JHS Svendgaard Retail Ventures Limited,EQ,26-JUN-2024,10,1,INE03DD01011,10,INE03DD01011,NSE_ONLY
RGL,Renaissance Global Limited,EQ,12-DEC-2007,2,1,INE722H01024,2,INE722H01024,NSE_ONLY
RHETAN,Rhetan TMT Limited,EQ,26-SEP-2025,1,1,INE0KKN01029,1,INE0KKN01029,NSE_ONLY
RHL,Robust Hotels Limited,EQ,25-APR-2023,10,1,INE508K01013,10,INE508K01013,NSE_ONLY
RISHABH,Rishabh Instruments Limited,EQ,11-SEP-2023,10,1,INE0N2P01017,10,INE0N2P01017,NSE_ONLY
RITCO,Ritco Logistics Limited,EQ,12-APR-2022,10,1,INE01EG01016,10,INE01EG01016,NSE_ONLY
RITES,RITES Limited,EQ,02-JUL-2018,10,1,INE320J01015,10,INE320J01015,NSE_ONLY
RKEC,RKEC Projects Limited,EQ,18-DEC-2020,10,1,INE786W01010,10,INE786W01010,NSE_ONLY
RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,2,1,INE399G01023,2,INE399G01023,NSE_ONLY
RKSWAMY,R K Swamy Limited,EQ,12-MAR-2024,5,1,INE0NQ801033,5,INE0NQ801033,NSE_ONLY
RMDRIP,R M Drip and Sprinklers Systems Limited,EQ,30-JUL-2025,1,1,INE219Y01026,1,INE219Y01026,NSE_ONLY
RNBDENIMS,R&B Denims Limited,EQ,04-SEP-2025,2,1,INE012Q01021,2,INE012Q01021,NSE_ONLY
ROLEXRINGS,Rolex Rings Limited,EQ,09-AUG-2021,1,1,INE645S01024,1,INE645S01024,NSE_ONLY
ROML,Raj Oil Mills Limited,EQ,06-OCT-2020,10,1,INE294G01026,10,INE294G01026,NSE_ONLY
ROSSARI,Rossari Biotech Limited,EQ,23-JUL-2020,2,1,INE02A801020,2,INE02A801020,NSE_ONLY
ROSSTECH,Rossell Techsys Limited,EQ,09-DEC-2024,2,1,INE0OJW01016,2,INE0OJW01016,NSE_ONLY
ROTO,Roto Pumps Limited,EQ,21-APR-2022,1,1,INE535D01037,1,INE535D01037,NSE_ONLY
ROUTE,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10,1,INE450U01017,10,INE450U01017,NSE_ONLY
RPPL,Rajshree Polypack Limited,EQ,26-NOV-2021,5,1,INE760W01023,5,INE760W01023,NSE_ONLY
RPSGVENT,RPSG VENTURES LIMITED,EQ,25-JAN-2019,10,1,INE425Y01011,10,INE425Y01011,NSE_ONLY
RPTECH,Rashi Peripherals Limited,EQ,14-FEB-2024,5,1,INE0J1F01024,5,INE0J1F01024,NSE_ONLY
RRKABEL,R R Kabel Limited,EQ,20-SEP-2023,5,1,INE777K01022,5,INE777K01022,NSE_ONLY
RUBFILA,Rubfila International Limited,EQ,08-AUG-2024,5,1,INE642C01025,5,INE642C01025,NSE_ONLY
RUBICON,Rubicon Research Limited,EQ,16-OCT-2025,1,1,INE506V01022,1,INE506V01022,NSE_ONLY
RUSHIL,Rushil Decor Limited,EQ,07-JUL-2011,1,1,INE573K01025,1,INE573K01025,NSE_ONLY
RUSTOMJEE,Keystone Realtors Limited,EQ,24-NOV-2022,10,1,INE263M01029,10,INE263M01029,NSE_ONLY
RVHL,Ravinder Heights Limited,BE,18-DEC-2020,1,1,INE09E501017,1,INE09E501017,NSE_ONLY
RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10,INE415G01027,NSE_ONLY
RVTH,Revathi Equipment India Limited,EQ,11-SEP-2024,10,1,INE0DAB01012,10,INE0DAB01012,NSE_ONLY
SAATVIKGL,Saatvik Green Energy Limited,EQ,26-SEP-2025,2,1,INE13B501022,2,INE13B501022,NSE_ONLY
SABTNL,Sri Adhikari Brothers Television Network Limited,EQ,01-APR-2024,10,1,INE416A01044,10,INE416A01044,NSE_ONLY
SADHNANIQ,Sadhana Nitrochem Limited,EQ,05-MAY-2023,1,1,INE888C01040,1,INE888C01040,NSE_ONLY
SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2,INE429E01023,NSE_ONLY
SAGARDEEP,Sagardeep Alloys Limited,EQ,25-JAN-2019,10,1,INE976T01013,10,INE976T01013,NSE_ONLY
SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,2,1,INE229C01021,2,INE229C01021,NSE_ONLY
SAGILITY,SAGILITY LIMITED,EQ,12-NOV-2024,10,1,INE0W2G01015,10,INE0W2G01015,NSE_ONLY
SAHYADRI,Sahyadri Industries Limited,EQ,06-APR-2023,10,1,INE280H01015,10,INE280H01015,NSE_ONLY
SAILIFE,Sai Life Sciences Limited,EQ,18-DEC-2024,1,1,INE570L01029,1,INE570L01029,NSE_ONLY
SAKAR,Sakar Healthcare Limited,EQ,11-APR-2019,10,1,INE732S01012,10,INE732S01012,NSE_ONLY
SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,1,1,INE667G01023,1,INE667G01023,NSE_ONLY
SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,1,1,INE190H01024,1,INE190H01024,NSE_ONLY
SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1,1,INE170V01027,1,INE170V01027,NSE_ONLY
SAMBHV,Sambhv Steel Tubes Limited,EQ,02-JUL-2025,10,1,INE12NJ01018,10,INE12NJ01018,NSE_ONLY
SAMHI,Samhi Hotels Limited,EQ,22-SEP-2023,1,1,INE08U801020,1,INE08U801020,NSE_ONLY
SANATHAN,Sanathan Textiles Limited,EQ,27-DEC-2024,10,1,INE0JPD01013,10,INE0JPD01013,NSE_ONLY
SANCO,Sanco Industries Limited,BZ,22-NOV-2016,10,1,INE782L01012,10,INE782L01012,NSE_ONLY
SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,10,1,INE278H01035,10,INE278H01035,NSE_ONLY
